method,method_label,papr_db
LearnedNonlinear,Learned + Nonlinear RX,5.7625046
LearnedNonlinear,Learned + Nonlinear RX,6.110303
LearnedNonlinear,Learned + Nonlinear RX,4.5034003
LearnedNonlinear,Learned + Nonlinear RX,6.698627
LearnedNonlinear,Learned + Nonlinear RX,5.6946325
LearnedNonlinear,Learned + Nonlinear RX,7.073472
LearnedNonlinear,Learned + Nonlinear RX,5.265642
LearnedNonlinear,Learned + Nonlinear RX,5.601084
LearnedNonlinear,Learned + Nonlinear RX,5.219703
LearnedNonlinear,Learned + Nonlinear RX,6.7998495
LearnedNonlinear,Learned + Nonlinear RX,5.3263063
LearnedNonlinear,Learned + Nonlinear RX,4.9450674
LearnedNonlinear,Learned + Nonlinear RX,5.555744
LearnedNonlinear,Learned + Nonlinear RX,7.4725127
LearnedNonlinear,Learned + Nonlinear RX,8.170912
LearnedNonlinear,Learned + Nonlinear RX,4.923504
LearnedNonlinear,Learned + Nonlinear RX,5.2231674
LearnedNonlinear,Learned + Nonlinear RX,4.539339
LearnedNonlinear,Learned + Nonlinear RX,6.2249784
LearnedNonlinear,Learned + Nonlinear RX,5.4407454
LearnedNonlinear,Learned + Nonlinear RX,6.667179
LearnedNonlinear,Learned + Nonlinear RX,5.3603888
LearnedNonlinear,Learned + Nonlinear RX,4.630019
LearnedNonlinear,Learned + Nonlinear RX,5.196321
LearnedNonlinear,Learned + Nonlinear RX,5.4631114
LearnedNonlinear,Learned + Nonlinear RX,5.864506
